id	molecular_formula	name	inchi	inchi_key
HMDB0001855	C10H11NO2	5-Hydroxytryptophol	InChI=1S/C10H11NO2/c12-4-3-7-6-11-10-2-1-8(13)5-9(7)10/h1-2,5-6,11-13H,3-4H2	KQROHCSYOGBQGJ-UHFFFAOYSA-N
HMDB0001856	C7H6O4	Protocatechuic acid	InChI=1S/C7H6O4/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3,8-9H,(H,10,11)	YQUVCSBJEUQKSH-UHFFFAOYSA-N
HMDB0001857	C7H8N4O3	1,3-Dimethyluric acid	InChI=1S/C7H8N4O3/c1-10-4-3(8-6(13)9-4)5(12)11(2)7(10)14/h1-2H3,(H2,8,9,13)	OTSBKHHWSQYEHK-UHFFFAOYSA-N
HMDB0001858	C7H8O	p-Cresol	InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3	IWDCLRJOBJJRNH-UHFFFAOYSA-N
HMDB0001859	C8H9NO2	Acetaminophen	InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)	RZVAJINKPMORJF-UHFFFAOYSA-N
HMDB0001860	C7H8N4O2	Paraxanthine	InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)11(2)7(13)9-5/h3H,1-2H3,(H,9,13)	QUNWUDVFRNGTCO-UHFFFAOYSA-N
HMDB0001861	C6H11N3	3-Methylhistamine	InChI=1S/C6H11N3/c1-9-5-8-4-6(9)2-3-7/h4-5H,2-3,7H2,1H3	CPAGZVLINCPJEH-UHFFFAOYSA-N
HMDB0001863	C5H10O3	2-Hydroxyvaleric acid	InChI=1S/C5H10O3/c1-2-3-4(6)5(7)8/h4,6H,2-3H2,1H3,(H,7,8)	JRHWHSJDIILJAT-UHFFFAOYSA-N
HMDB0001865	C5H8O3	2-Oxovaleric acid	InChI=1S/C5H8O3/c1-2-3-4(6)5(7)8/h2-3H2,1H3,(H,7,8)	KDVFRMMRZOCFLS-UHFFFAOYSA-N
HMDB0001866	C8H8O5	3,4-Dihydroxymandelic acid	InChI=1S/C8H8O5/c9-5-2-1-4(3-6(5)10)7(11)8(12)13/h1-3,7,9-11H,(H,12,13)	RGHMISIYKIHAJW-UHFFFAOYSA-N
HMDB0001867	C9H10N2O3	4-Aminohippuric acid	InChI=1S/C9H10N2O3/c10-7-3-1-6(2-4-7)9(14)11-5-8(12)13/h1-4H,5,10H2,(H,11,14)(H,12,13)	HSMNQINEKMPTIC-UHFFFAOYSA-N
HMDB0001868	C8H8O4	5-Methoxysalicylic acid	InChI=1S/C8H8O4/c1-12-5-2-3-7(9)6(4-5)8(10)11/h2-4,9H,1H3,(H,10,11)	IZZIWIAOVZOBLF-UHFFFAOYSA-N
HMDB0001870	C7H6O2	Benzoic acid	InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)	WPYMKLBDIGXBTP-UHFFFAOYSA-N
HMDB0001871	C15H14O6	Epicatechin	InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m1/s1	PFTAWBLQPZVEMU-UKRRQHHQSA-N
HMDB0001873	C4H8O2	Isobutyric acid	InChI=1S/C4H8O2/c1-3(2)4(5)6/h3H,1-2H3,(H,5,6)	KQNPFQTWMSNSAP-UHFFFAOYSA-N
HMDB0001875	CH4O	Methanol	InChI=1S/CH4O/c1-2/h2H,1H3	OKKJLVBELUTLKV-UHFFFAOYSA-N
HMDB0001876	C9H13NO6S	Epinephrine sulfate	InChI=1S/C9H13NO6S/c1-10-5-8(12)6-2-3-9(7(11)4-6)16-17(13,14)15/h2-4,8,10-12H,5H2,1H3,(H,13,14,15)/t8-/m0/s1	AELFRHHZGTVYGJ-QMMMGPOBSA-N
HMDB0001878	C10H14O	Thymol	InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)6-10(9)11/h4-7,11H,1-3H3	MGSRCZKZVOBKFT-UHFFFAOYSA-N
HMDB0001879	C9H8O4	Aspirin	InChI=1S/C9H8O4/c1-6(10)13-8-5-3-2-4-7(8)9(11)12/h2-5H,1H3,(H,11,12)	BSYNRYMUTXBXSQ-UHFFFAOYSA-N
HMDB0001881	C3H8O2	Propylene glycol	InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3/t3-/m1/s1	DNIAPMSPPWPWGF-GSVOUGTGSA-N
HMDB0001882	C3H6O3	Dihydroxyacetone	InChI=1S/C3H6O3/c4-1-3(6)2-5/h4-5H,1-2H2	RXKJFZQQPQGTFL-UHFFFAOYSA-N
HMDB0001885	C9H10ClNO3	3-Chlorotyrosine	InChI=1S/C9H10ClNO3/c10-6-3-5(1-2-8(6)12)4-7(11)9(13)14/h1-3,7,12H,4,11H2,(H,13,14)	ACWBBAGYTKWBCD-UHFFFAOYSA-N
HMDB0001886	C6H6N4O2	3-Methylxanthine	InChI=1S/C6H6N4O2/c1-10-4-3(7-2-8-4)5(11)9-6(10)12/h2H,1H3,(H,7,8)(H,9,11,12)	GMSNIKWWOQHZGF-UHFFFAOYSA-N
HMDB0001888	C3H7NO	N,N-Dimethylformamide	InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3	ZMXDDKWLCZADIW-UHFFFAOYSA-N
HMDB0001889	C7H8N4O2	Theophylline	InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)	ZFXYFBGIUFBOJW-UHFFFAOYSA-N
HMDB0001890	C5H9NO3S	Acetylcysteine	InChI=1S/C5H9NO3S/c1-3(7)6-4(2-10)5(8)9/h4,10H,2H2,1H3,(H,6,7)(H,8,9)/t4-/m0/s1	PWKSKIMOESPYIA-BYPYZUCNSA-N
HMDB0001891	C7H7NO2	m-Aminobenzoic acid	InChI=1S/C7H7NO2/c8-6-3-1-2-5(4-6)7(9)10/h1-4H,8H2,(H,9,10)	XFDUHJPVQKIXHO-UHFFFAOYSA-N
HMDB0001892	C11H8O2	Menadione	InChI=1S/C11H8O2/c1-7-6-10(12)8-4-2-3-5-9(8)11(7)13/h2-6H,1H3	MJVAVZPDRWSRRC-UHFFFAOYSA-N
HMDB0001895	C7H6O3	Salicylic acid	InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)	YGSDEFSMJLZEOE-UHFFFAOYSA-N
HMDB0001897	C63H98N18O13S	Substance P	InChI=1S/C63H98N18O13S/c1-37(2)33-45(57(89)74-41(53(68)85)27-32-95-3)73-52(84)36-72-54(86)46(34-38-15-6-4-7-16-38)78-58(90)47(35-39-17-8-5-9-18-39)79-56(88)42(23-25-50(66)82)75-55(87)43(24-26-51(67)83)76-59(91)49-22-14-31-81(49)62(94)44(20-10-11-28-64)77-60(92)48-21-13-30-80(48)61(93)40(65)19-12-29-71-63(69)70/h4-9,15-18,37,40-49H,10-14,19-36,64-65H2,1-3H3,(H2,66,82)(H2,67,83)(H2,68,85)(H,72,86)(H,73,84)(H,74,89)(H,75,87)(H,76,91)(H,77,92)(H,78,90)(H,79,88)(H4,69,70,71)/t40-,41-,42-,43+,44-,45+,46+,47+,48+,49-/m0/s1	ADNPLDHMAVUMIW-SGTHPBLKSA-N
HMDB0001900	C5H8O5	Ribonolactone	InChI=1S/C5H8O5/c6-1-2-3(7)4(8)5(9)10-2/h2-4,6-8H,1H2/t2-,3-,4-/m1/s1	CUOKHACJLGPRHD-BXXZVTAOSA-N
HMDB0001904	C9H10N2O5	3-Nitrotyrosine	InChI=1S/C9H10N2O5/c10-6(9(13)14)3-5-1-2-8(12)7(4-5)11(15)16/h1-2,4,6,12H,3,10H2,(H,13,14)/t6-/m0/s1	FBTSQILOGYXGMD-LURJTMIESA-N
HMDB0001906	C4H9NO2	2-Aminoisobutyric acid	InChI=1S/C4H9NO2/c1-4(2,5)3(6)7/h5H2,1-2H3,(H,6,7)	FUOOLUPWFVMBKG-UHFFFAOYSA-N
HMDB0001925	C13H18O2	Ibuprofen	InChI=1S/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)	HEFNNWSXXWATRW-UHFFFAOYSA-N
HMDB0001926	C20H24O2	17a-Ethynylestradiol	InChI=1S/C20H24O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,5,7,12,16-18,21-22H,4,6,8-11H2,2H3/t16-,17-,18+,19+,20+/m1/s1	BFPYWIDHMRZLRN-SLHNCBLASA-N
HMDB0001928	C7H8ClN3O4S2	Hydrochlorothiazide	InChI=1S/C7H8ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-2,10-11H,3H2,(H2,9,12,13)	JZUFKLXOESDKRF-UHFFFAOYSA-N
HMDB0001934	C10H14N2	Nicotine	InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3/t10-/m0/s1	SNICXCGAKADSCV-JTQLQIEISA-N
HMDB0001935	C19H16O4	Warfarin	InChI=1S/C19H16O4/c1-12(20)11-15(13-7-3-2-4-8-13)17-18(21)14-9-5-6-10-16(14)23-19(17)22/h2-10,15,21H,11H2,1H3	PJVWKTKQMONHTI-UHFFFAOYSA-N
HMDB0001942	C9H13NO	Phenylpropanolamine	InChI=1S/C9H13NO/c1-7(10)9(11)8-5-3-2-4-6-8/h2-7,9,11H,10H2,1H3/t7-,9-/m1/s1	DLNKOYKMWOXYQA-VXNVDRBHSA-N
HMDB0001960	H4Sn	Tin	InChI=1S/Sn.4H/q+4;;;;	PXQLTWWGPFDWNT-UHFFFAOYSA-N
HMDB0001964	C9H8O4	Caffeic acid	InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)/b4-2+	QAIPRVGONGVQAS-DUXPYHPUSA-N
HMDB0001966	Ti	Titanium	InChI=1S/Ti/q+4	LCKIEQZJEYYRIY-UHFFFAOYSA-N
HMDB0001967	CO2	Carbon dioxide	InChI=1S/CO2/c2-1-3	CURLTUGMZLYLDI-UHFFFAOYSA-N
HMDB0001970	C6H6N4O3	3-Methyluric acid	InChI=1S/C6H6N4O3/c1-10-3-2(7-5(12)8-3)4(11)9-6(10)13/h1H3,(H2,7,8,12)(H,9,11,13)	ODCYDGXXCHTFIR-UHFFFAOYSA-N
HMDB0001972	C7H7NO3	3-Aminosalicylic acid	InChI=1S/C7H7NO3/c8-5-3-1-2-4(6(5)9)7(10)11/h1-3,9H,8H2,(H,10,11)	IQGMRVWUTCYCST-UHFFFAOYSA-N
HMDB0001973	C6H6N4O3	9-Methyluric acid	InChI=1S/C6H6N4O3/c1-10-3-2(7-6(10)13)4(11)9-5(12)8-3/h1H3,(H,7,13)(H2,8,9,11,12)	XJEJWDFDVPDMAS-UHFFFAOYSA-N
HMDB0001976	C22H34O2	Docosapentaenoic acid (22n-6)	InChI=1S/C22H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h6-7,9-10,12-13,15-16,18-19H,2-5,8,11,14,17,20-21H2,1H3,(H,23,24)/b7-6-,10-9-,13-12-,16-15-,19-18-	AVKOENOBFIYBSA-WMPRHZDHSA-N
HMDB0001979	C20H32O6	6,15-Diketo,13,14-dihydro-PGF1a	InChI=1S/C20H32O6/c1-2-3-4-7-14(21)10-11-16-17(19(24)13-18(16)23)12-15(22)8-5-6-9-20(25)26/h10-11,16-19,23-24H,2-9,12-13H2,1H3,(H,25,26)/b11-10+/t16-,17-,18-,19+/m1/s1	VKPWUQVGTPVEMU-QVPQFPIISA-N
HMDB0001982	C7H8N4O3	3,7-Dimethyluric acid	InChI=1S/C7H8N4O3/c1-10-3-4(8-6(10)13)11(2)7(14)9-5(3)12/h1-2H3,(H,8,13)(H,9,12,14)	HMLZLHKHNBLLJD-UHFFFAOYSA-N
HMDB0001983	C10H13N5O3	5'-Deoxyadenosine	InChI=1S/C10H13N5O3/c1-4-6(16)7(17)10(18-4)15-3-14-5-8(11)12-2-13-9(5)15/h2-4,6-7,10,16-17H,1H3,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1	XGYIMTFOTBMPFP-KQYNXXCUSA-N
HMDB0001987	C5H10O3	2-Hydroxy-2-methylbutyric acid	InChI=1S/C5H10O3/c1-3-5(2,8)4(6)7/h8H,3H2,1-2H3,(H,6,7)	MBIQENSCDNJOIY-UHFFFAOYSA-N
HMDB0001988	C7H12O3	4-Hydroxycyclohexylcarboxylic acid	InChI=1S/C7H12O3/c8-6-3-1-5(2-4-6)7(9)10/h5-6,8H,1-4H2,(H,9,10)	HCFRWBBJISAZNK-UHFFFAOYSA-N
HMDB0001989	W	Tungsten	InChI=1S/W/q+4	YFGRPIXHCIXTLM-UHFFFAOYSA-N
HMDB0001991	C6H6N4O2	7-Methylxanthine	InChI=1S/C6H6N4O2/c1-10-2-7-4-3(10)5(11)9-6(12)8-4/h2H,1H3,(H2,8,9,11,12)	PFWLFWPASULGAN-UHFFFAOYSA-N
HMDB0001993	C27H44O2	7a-Hydroxy-cholestene-3-one	InChI=1S/C27H44O2/c1-17(2)7-6-8-18(3)21-9-10-22-25-23(12-14-27(21,22)5)26(4)13-11-20(28)15-19(26)16-24(25)29/h15,17-18,21-25,29H,6-14,16H2,1-5H3/t18-,21-,22+,23+,24-,25+,26+,27-/m1/s1	IOIZWEJGGCZDOL-RQDYSCIWSA-N
HMDB0001999	C20H30O2	Eicosapentaenoic acid	InChI=1S/C20H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h3-4,6-7,9-10,12-13,15-16H,2,5,8,11,14,17-19H2,1H3,(H,21,22)/b4-3-,7-6-,10-9-,13-12-,16-15-	JAZBEHYOTPTENJ-JLNKQSITSA-N
HMDB0002004	C13H18N2O	5-Methoxydimethyltryptamine	InChI=1S/C13H18N2O/c1-15(2)7-6-10-9-14-13-5-4-11(16-3)8-12(10)13/h4-5,8-9,14H,6-7H2,1-3H3	ZSTKHSQDNIGFLM-UHFFFAOYSA-N
HMDB0002005	C5H11NO3S	Methionine sulfoxide	InChI=1S/C5H11NO3S/c1-10(9)3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-,10?/m0/s1	QEFRNWWLZKMPFJ-YGVKFDHGSA-N
HMDB0002006	C3H8N2O2	2,3-Diaminopropionic acid	InChI=1S/C3H8N2O2/c4-1-2(5)3(6)7/h2H,1,4-5H2,(H,6,7)/t2-/m0/s1	PECYZEOJVXMISF-REOHCLBHSA-N
HMDB0002011	C5H10O3	4-Hydroxyisovaleric acid	InChI=1S/C5H10O3/c1-4(3-6)2-5(7)8/h4,6H,2-3H2,1H3,(H,7,8)	ZGYGEPZZMAXSKH-UHFFFAOYSA-N
HMDB0002013	C11H21NO4	Butyrylcarnitine	InChI=1S/C11H21NO4/c1-5-6-11(15)16-9(7-10(13)14)8-12(2,3)4/h9H,5-8H2,1-4H3/t9-/m1/s1	QWYFHHGCZUCMBN-SECBINFHSA-N
HMDB0002014	C21H39NO4	cis-5-Tetradecenoylcarnitine	InChI=1S/C21H39NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-21(25)26-19(17-20(23)24)18-22(2,3)4/h12-13,19H,5-11,14-18H2,1-4H3/b13-12-	NNCBVXBBLABOCB-SEYXRHQNSA-N
HMDB0002015	C7H9NO4S	Cystathionine ketimine	InChI=1S/C7H9NO4S/c9-6(10)4-1-2-13-3-5(8-4)7(11)12/h4H,1-3H2,(H,9,10)(H,11,12)/t4-/m1/s1	XJUQJVUYGRTQGI-SCSAIBSYSA-N
HMDB0002017	C8H11N	1-Phenylethylamine	InChI=1S/C8H11N/c1-7(9)8-5-3-2-4-6-8/h2-7H,9H2,1H3	RQEUFEKYXDPUSK-UHFFFAOYSA-N
HMDB0002024	C5H6N2O2	Imidazoleacetic acid	InChI=1S/C5H6N2O2/c8-5(9)1-4-2-6-3-7-4/h2-3H,1H2,(H,6,7)(H,8,9)	PRJKNHOMHKJCEJ-UHFFFAOYSA-N
HMDB0002026	C7H8N4O3	1,9-Dimethyluric acid	InChI=1S/C7H8N4O3/c1-10-4-3(8-6(10)13)5(12)11(2)7(14)9-4/h1-2H3,(H,8,13)(H,9,14)	UARKDOLETOEBCU-UHFFFAOYSA-N
HMDB0002028	C9H11NO7S	DOPA sulfate	InChI=1S/C9H11NO7S/c10-6(9(12)13)3-5-1-2-7(11)8(4-5)17-18(14,15)16/h1-2,4,6,11H,3,10H2,(H,12,13)(H,14,15,16)/t6-/m0/s1	SWJDFMNJUOJVPA-LURJTMIESA-N
HMDB0002031	C5H10N2O3	Ureidoisobutyric acid	InChI=1S/C5H10N2O3/c1-3(4(8)9)2-7-5(6)10/h3H,2H2,1H3,(H,8,9)(H3,6,7,10)/t3-/m0/s1	PHENTZNALBMCQD-VKHMYHEASA-N
HMDB0002035	C9H8O3	4-Hydroxycinnamic acid	InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)/b6-3+	NGSWKAQJJWESNS-ZZXKWVIFSA-N
HMDB0002038	C7H16N2O2	N(6)-Methyllysine	InChI=1S/C7H16N2O2/c1-9-5-3-2-4-6(8)7(10)11/h6,9H,2-5,8H2,1H3,(H,10,11)/t6-/m0/s1	PQNASZJZHFPQLE-LURJTMIESA-N
HMDB0002040	C10H10O3	4-Methoxycinnamic acid	InChI=1S/C10H10O3/c1-13-9-5-2-8(3-6-9)4-7-10(11)12/h2-7H,1H3,(H,11,12)/b7-4+	AFDXODALSZRGIH-QPJJXVBHSA-N
HMDB0002043	C11H14O2	5-Phenylvaleric acid	InChI=1S/C11H14O2/c12-11(13)9-5-4-8-10-6-2-1-3-7-10/h1-3,6-7H,4-5,8-9H2,(H,12,13)	BYHDDXPKOZIZRV-UHFFFAOYSA-N
HMDB0002048	C7H8O	m-Cresol	InChI=1S/C7H8O/c1-6-3-2-4-7(8)5-6/h2-5,8H,1H3	RLSSMJSEOOYNOY-UHFFFAOYSA-N
HMDB0002055	C7H8O	o-Cresol	InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3	QWVGKYWNOKOFNN-UHFFFAOYSA-N
HMDB0002056	C12H14O4	Monoisobutyl phthalic acid	InChI=1S/C12H14O4/c1-8(2)7-16-12(15)10-6-4-3-5-9(10)11(13)14/h3-6,8H,7H2,1-2H3,(H,13,14)	RZJSUWQGFCHNFS-UHFFFAOYSA-N
HMDB0002062	C8H11NO6S	Norepinephrine sulfate	InChI=1S/C8H11NO6S/c9-4-7(11)5-1-2-8(6(10)3-5)15-16(12,13)14/h1-3,7,10-11H,4,9H2,(H,12,13,14)/t7-/m0/s1	CVJMZWLHUCMEKO-ZETCQYMHSA-N
HMDB0002064	C6H14N2O	N-Acetylputrescine	InChI=1S/C6H14N2O/c1-6(9)8-5-3-2-4-7/h2-5,7H2,1H3,(H,8,9)	KLZGKIDSEJWEDW-UHFFFAOYSA-N
HMDB0002072	C9H10O3	4-Methoxyphenylacetic acid	InChI=1S/C9H10O3/c1-12-8-4-2-7(3-5-8)6-9(10)11/h2-5H,6H2,1H3,(H,10,11)	NRPFNQUDKRYCNX-UHFFFAOYSA-N
HMDB0002084	CHN	Cyanide	InChI=1S/CHN/c1-2/h1H/q-1	ATBDVLSINHAXGY-UHFFFAOYSA-N
HMDB0002085	C9H10O5	Syringic acid	InChI=1S/C9H10O5/c1-13-6-3-5(9(11)12)4-7(14-2)8(6)10/h3-4,10H,1-2H3,(H,11,12)	JMSVCTWVEWCHDZ-UHFFFAOYSA-N
HMDB0002089	C11H17N3O6	N-Ribosylhistidine	InChI=1S/C11H17N3O6/c12-6(11(18)19)1-5-2-14(4-13-5)10-9(17)8(16)7(3-15)20-10/h2,4,6-10,15-17H,1,3,12H2,(H,18,19)/t6-,7+,8+,9+,10+/m0/s1	TTYCFBAOLXCFAB-VAPHQMJDSA-N
HMDB0002091	C11H18O8	Isovalerylglucuronide	InChI=1S/C11H18O8/c1-4(2)3-5(12)18-11-8(15)6(13)7(14)9(19-11)10(16)17/h4,6-9,11,13-15H,3H2,1-2H3,(H,16,17)/t6-,7-,8+,9-,11+/m0/s1	VOJAALAAOYUSCT-ZCLKDUABSA-N
HMDB0002095	C10H17NO6	Malonylcarnitine	InChI=1S/C10H17NO6/c1-11(2,3)6-7(4-8(12)13)17-10(16)5-9(14)15/h7H,4-6H2,1-3H3,(H-,12,13,14,15)/t7-/m1/s1	ZGNBLKBZJBJFDG-SSDOTTSWSA-N
HMDB0002097	C9H10O2	4-Ethylbenzoic acid	InChI=1S/C9H10O2/c1-2-7-3-5-8(6-4-7)9(10)11/h3-6H,2H2,1H3,(H,10,11)	ZQVKTHRQIXSMGY-UHFFFAOYSA-N
HMDB0002107	C8H6O4	Phthalic acid	InChI=1S/C8H6O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,(H,9,10)(H,11,12)	XNGIFLGASWRNHJ-UHFFFAOYSA-N
HMDB0002108	C4H9NO2S	Methylcysteine	InChI=1S/C4H9NO2S/c1-8-2-3(5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m1/s1	IDIDJDIHTAOVLG-GSVOUGTGSA-N
HMDB0002120	C10H10O4	Monoethyl phthalate	InChI=1S/C10H10O4/c1-2-14-10(13)8-6-4-3-5-7(8)9(11)12/h3-6H,2H2,1H3,(H,11,12)	YWWHKOHZGJFMIE-UHFFFAOYSA-N
HMDB0002123	C8H10N4O3	1,3,7-Trimethyluric acid	InChI=1S/C8H10N4O3/c1-10-4-5(9-7(10)14)11(2)8(15)12(3)6(4)13/h1-3H3,(H,9,14)	BYXCFUMGEBZDDI-UHFFFAOYSA-N
HMDB0002124	C15H10O5	Apigenin	InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H	KZNIFHPLKGYRTM-UHFFFAOYSA-N
HMDB0002127	C3H6O3S	3-Mercaptolactic acid	InChI=1S/C3H6O3S/c4-2(1-7)3(5)6/h2,4,7H,1H2,(H,5,6)	OLQOVQTWRIJPRE-UHFFFAOYSA-N
HMDB0002130	C9H8O4	Monomethyl phthalate	InChI=1S/C9H8O4/c1-13-9(12)7-5-3-2-4-6(7)8(10)11/h2-5H,1H3,(H,10,11)	FNJSWIPFHMKRAT-UHFFFAOYSA-N
HMDB0002134	C3H7NO	Aminoacetone	InChI=1S/C3H7NO/c1-3(5)2-4/h2,4H2,1H3	BCDGQXUMWHRQCB-UHFFFAOYSA-N
HMDB0002135	C7H11NO5S	S-(3-Oxo-3-carboxy-n-propyl)cysteine	InChI=1S/C7H11NO5S/c8-4(6(10)11)3-14-2-1-5(9)7(12)13/h4H,1-3,8H2,(H,10,11)(H,12,13)/t4-/m0/s1	MXVUEJUCBIAFCN-BYPYZUCNSA-N
HMDB0002166	C4H9NO2	(S)-beta-Aminoisobutyric acid	InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m0/s1	QCHPKSFMDHPSNR-VKHMYHEASA-N
HMDB0002169	C6H13NO2S	S-(2-carboxypropyl)-Cysteamine	InChI=1S/C6H13NO2S/c1-5(6(8)9)4-10-3-2-7/h5H,2-4,7H2,1H3,(H,8,9)	UFRVABODKAYFCB-UHFFFAOYSA-N
HMDB0002172	C14H30N4O2	N1,N12-Diacetylspermine	InChI=1S/C14H30N4O2/c1-13(19)17-11-5-9-15-7-3-4-8-16-10-6-12-18-14(2)20/h15-16H,3-12H2,1-2H3,(H,17,19)(H,18,20)	NPDTUDWGJMBVEP-UHFFFAOYSA-N
HMDB0002173	C6H10O4	Solerol	InChI=1S/C6H10O4/c7-4-1-2-6(9)10-3-5(4)8/h4-5,7-8H,1-3H2	QFCPIZSGDXQFDK-UHFFFAOYSA-N
HMDB0002174	C62H88CoN13O14P	Cobalamin	InChI=1S/C62H90N13O14P.Co/c1-29-20-39-40(21-30(29)2)75(28-70-39)57-52(84)53(41(27-76)87-57)89-90(85,86)88-31(3)26-69-49(83)18-19-59(8)37(22-46(66)80)56-62(11)61(10,25-48(68)82)36(14-17-45(65)79)51(74-62)33(5)55-60(9,24-47(67)81)34(12-15-43(63)77)38(71-55)23-42-58(6,7)35(13-16-44(64)78)50(72-42)32(4)54(59)73-56;/h20-21,23,28,31,34-37,41,52-53,56-57,76,84H,12-19,22,24-27H2,1-11H3,(H15,63,64,65,66,67,68,69,71,72,73,74,77,78,79,80,81,82,83,85,86);/q;+3/p-2/t31-,34-,35-,36-,37+,41-,52-,53-,56-,57+,59-,60+,61+,62+;/m1./s1	NSLAUEAQDBERRV-DSRCUDDDSA-L
HMDB0002176	C5H10O2	Ethylmethylacetic acid	InChI=1S/C5H10O2/c1-3-4(2)5(6)7/h4H,3H2,1-2H3,(H,6,7)	WLAMNBDJUVNPJU-UHFFFAOYSA-N
HMDB0002182	C9H13NO2	Phenylephrine	InChI=1S/C9H13NO2/c1-10-6-9(12)7-3-2-4-8(11)5-7/h2-5,9-12H,6H2,1H3/t9-/m0/s1	SONNWYBIRXJNDC-VIFPVBQESA-N
HMDB0002183	C22H32O2	Docosahexaenoic acid	InChI=1S/C22H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h3-4,6-7,9-10,12-13,15-16,18-19H,2,5,8,11,14,17,20-21H2,1H3,(H,23,24)/b4-3-,7-6-,10-9-,13-12-,16-15-,19-18-	MBMBGCFOFBJSGT-KUBAVDMBSA-N
HMDB0002189	C9H21N3O	N8-Acetylspermidine	InChI=1S/C9H21N3O/c1-9(13)12-8-3-2-6-11-7-4-5-10/h11H,2-8,10H2,1H3,(H,12,13)	FONIWJIDLJEJTL-UHFFFAOYSA-N
HMDB0002199	C9H10O3	Desaminotyrosine	InChI=1S/C9H10O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-2,4-5,10H,3,6H2,(H,11,12)	NMHMNPHRMNGLLB-UHFFFAOYSA-N
HMDB0002200	C23H37NO5S	Leukotriene E4	InChI=1S/C23H37NO5S/c1-2-3-4-5-6-7-8-9-10-11-12-13-16-21(30-18-19(24)23(28)29)20(25)15-14-17-22(26)27/h6-7,9-13,16,19-21,25H,2-5,8,14-15,17-18,24H2,1H3,(H,26,27)(H,28,29)/b7-6-,10-9-,12-11+,16-13+/t19-,20-,21+/m0/s1	OTZRAYGBFWZKMX-FRFVZSDQSA-N
HMDB0002203	C10H20O3	3-Hydroxycapric acid	InChI=1S/C10H20O3/c1-2-3-4-5-6-7-9(11)8-10(12)13/h9,11H,2-8H2,1H3,(H,12,13)/t9-/m0/s1	FYSSBMZUBSBFJL-VIFPVBQESA-N
HMDB0002209	C15H14O3	Equol	InChI=1S/C15H14O3/c16-13-4-1-10(2-5-13)12-7-11-3-6-14(17)8-15(11)18-9-12/h1-6,8,12,16-17H,7,9H2/t12-/m1/s1	ADFCQWZHKCXPAJ-GFCCVEGCSA-N
HMDB0002210	C8H9NO2	2-Phenylglycine	InChI=1S/C8H9NO2/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5,7H,9H2,(H,10,11)	ZGUNAGUHMKGQNY-UHFFFAOYSA-N
HMDB0002214	C10H12O	Cuminaldehyde	InChI=1S/C10H12O/c1-8(2)10-5-3-9(7-11)4-6-10/h3-8H,1-2H3	WTWBUQJHJGUZCY-UHFFFAOYSA-N
