id	molecular_formula	name	inchi	inchi_key
HMDB0008496	C44H76NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))	InChI=1S/C44H76NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-25-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-24-19-17-15-13-11-9-7-2/h8,10,14,16-17,19-21,23,25,28,30,42H,6-7,9,11-13,15,18,22,24,26-27,29,31-41H2,1-5H3/b10-8-,16-14-,19-17-,21-20-,25-23-,30-28-/t42-/m1/s1	SHMZMMGXODYRCN-MHDABRLVSA-N
HMDB0008497	C46H82NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:0)	InChI=1S/C46H82NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-26-28-30-32-34-36-38-45(48)52-42-44(43-54-56(50,51)53-41-40-47(3,4)5)55-46(49)39-37-35-33-31-29-27-24-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,25-26,30,32,44H,6-7,9,11-13,15,17-19,21,23-24,27-29,31,33-43H2,1-5H3/b10-8-,16-14-,22-20-,26-25-,32-30-/t44-/m1/s1	JKDOKILDEIEPFZ-LGPFJNBISA-N
HMDB0008498	C46H80NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(11Z))	InChI=1S/C46H80NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-26-28-30-32-34-36-38-45(48)52-42-44(43-54-56(50,51)53-41-40-47(3,4)5)55-46(49)39-37-35-33-31-29-27-24-21-19-17-15-13-11-9-7-2/h8,10,14,16-17,19-20,22,25-26,30,32,44H,6-7,9,11-13,15,18,21,23-24,27-29,31,33-43H2,1-5H3/b10-8-,16-14-,19-17-,22-20-,26-25-,32-30-/t44-/m1/s1	KAAXHFGQTWYDKM-PDYZRCSUSA-N
HMDB0008499	C46H80NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z))	InChI=1S/C46H80NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-26-28-30-32-34-36-38-45(48)52-42-44(43-54-56(50,51)53-41-40-47(3,4)5)55-46(49)39-37-35-33-31-29-27-24-21-19-17-15-13-11-9-7-2/h8,10,14,16,20-22,24-26,30,32,44H,6-7,9,11-13,15,17-19,23,27-29,31,33-43H2,1-5H3/b10-8-,16-14-,22-20-,24-21-,26-25-,32-30-/t44-/m1/s1	JZKMYCPNBSRARO-YMBRLFDISA-N
HMDB0008505	C48H84NO8P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:1(11Z))	InChI=1S/C48H84NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-38-40-47(50)54-44-46(45-56-58(52,53)55-43-42-49(3,4)5)57-48(51)41-39-37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h8,10,14,16,20-23,26,28,32,34,46H,6-7,9,11-13,15,17-19,24-25,27,29-31,33,35-45H2,1-5H3/b10-8-,16-14-,22-20-,23-21-,28-26-,34-32-/t46-/m1/s1	OHMVGNUFBRUROI-JNOZGJMASA-N
HMDB0008522	C46H82NO7P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/P-18:0)	InChI=1S/C46H82NO7P/c1-6-8-10-12-14-16-18-20-22-24-25-27-29-31-33-35-37-39-46(48)52-43-45(44-54-55(49,50)53-42-40-47(3,4)5)51-41-38-36-34-32-30-28-26-23-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,25,27,31,33,38,41,45H,6-7,9,11-13,15,17-19,21,23-24,26,28-30,32,34-37,39-40,42-44H2,1-5H3/b10-8-,16-14-,22-20-,27-25-,33-31-,41-38-	IWGDDCKYIXMJOA-RJFYQFCBSA-N
HMDB0008523	C46H80NO7P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/P-18:1(11Z))	InChI=1S/C46H80NO7P/c1-6-8-10-12-14-16-18-20-22-24-25-27-29-31-33-35-37-39-46(48)52-43-45(44-54-55(49,50)53-42-40-47(3,4)5)51-41-38-36-34-32-30-28-26-23-21-19-17-15-13-11-9-7-2/h8,10,14,16-17,19-20,22,25,27,31,33,38,41,45H,6-7,9,11-13,15,18,21,23-24,26,28-30,32,34-37,39-40,42-44H2,1-5H3/b10-8-,16-14-,19-17-,22-20-,27-25-,33-31-,41-38-	WDNOQSUMHJTAOV-RAUWIWGKSA-N
HMDB0008524	C46H80NO7P	PC(20:5(5Z,8Z,11Z,14Z,17Z)/P-18:1(9Z))	InChI=1S/C46H80NO7P/c1-6-8-10-12-14-16-18-20-22-24-25-27-29-31-33-35-37-39-46(48)52-43-45(44-54-55(49,50)53-42-40-47(3,4)5)51-41-38-36-34-32-30-28-26-23-21-19-17-15-13-11-9-7-2/h8,10,14,16,20-23,25,27,31,33,38,41,45H,6-7,9,11-13,15,17-19,24,26,28-30,32,34-37,39-40,42-44H2,1-5H3/b10-8-,16-14-,22-20-,23-21-,27-25-,33-31-,41-38-	USPBFZFHJPVLST-HALYXBRLSA-N
HMDB0008525	C44H88NO8P	PC(22:0/14:0)	InChI=1S/C44H88NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-26-17-15-13-11-9-7-2/h42H,6-41H2,1-5H3/t42-/m1/s1	JFNNIQMJYCUZKY-HUESYALOSA-N
HMDB0008526	C44H86NO8P	PC(22:0/14:1(9Z))	InChI=1S/C44H86NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-26-17-15-13-11-9-7-2/h13,15,42H,6-12,14,16-41H2,1-5H3/b15-13-/t42-/m1/s1	RGHFEAMZDBFLPO-FASREOMLSA-N
HMDB0008528	C46H92NO8P	PC(22:0/16:0)	InChI=1S/C46H92NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-28-30-32-34-36-38-45(48)52-42-44(43-54-56(50,51)53-41-40-47(3,4)5)55-46(49)39-37-35-33-31-29-26-19-17-15-13-11-9-7-2/h44H,6-43H2,1-5H3/t44-/m1/s1	OPUHJIZEYAXETG-USYZEHPZSA-N
HMDB0008531	C48H94NO8P	PC(22:0/18:1(11Z))	InChI=1S/C48H94NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-28-30-32-34-36-38-40-47(50)54-44-46(45-56-58(52,53)55-43-42-49(3,4)5)57-48(51)41-39-37-35-33-31-29-26-21-19-17-15-13-11-9-7-2/h17,19,46H,6-16,18,20-45H2,1-5H3/b19-17-/t46-/m1/s1	ZXUGYTRXWUMLQE-VGURBHAXSA-N
HMDB0008532	C48H94NO8P	PC(22:0/18:1(9Z))	InChI=1S/C48H94NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-28-30-32-34-36-38-40-47(50)54-44-46(45-56-58(52,53)55-43-42-49(3,4)5)57-48(51)41-39-37-35-33-31-29-26-21-19-17-15-13-11-9-7-2/h21,26,46H,6-20,22-25,27-45H2,1-5H3/b26-21-/t46-/m1/s1	AWZDTGDSDIBXAE-MLLRONJJSA-N
HMDB0008533	C48H92NO8P	PC(22:0/18:2(9Z,12Z))	InChI=1S/C48H92NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-28-30-32-34-36-38-40-47(50)54-44-46(45-56-58(52,53)55-43-42-49(3,4)5)57-48(51)41-39-37-35-33-31-29-26-21-19-17-15-13-11-9-7-2/h15,17,21,26,46H,6-14,16,18-20,22-25,27-45H2,1-5H3/b17-15-,26-21-/t46-/m1/s1	LDQMGTRKTWSKIW-QGXZLJJESA-N
HMDB0008534	C48H90NO8P	PC(22:0/18:3(6Z,9Z,12Z))	InChI=1S/C48H90NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-28-30-32-34-36-38-40-47(50)54-44-46(45-56-58(52,53)55-43-42-49(3,4)5)57-48(51)41-39-37-35-33-31-29-26-21-19-17-15-13-11-9-7-2/h15,17,21,26,31,33,46H,6-14,16,18-20,22-25,27-30,32,34-45H2,1-5H3/b17-15-,26-21-,33-31-/t46-/m1/s1	OFWRYSQDJOQSHU-FARFQYTLSA-N
HMDB0008535	C48H90NO8P	PC(22:0/18:3(9Z,12Z,15Z))	InChI=1S/C48H90NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-28-30-32-34-36-38-40-47(50)54-44-46(45-56-58(52,53)55-43-42-49(3,4)5)57-48(51)41-39-37-35-33-31-29-26-21-19-17-15-13-11-9-7-2/h9,11,15,17,21,26,46H,6-8,10,12-14,16,18-20,22-25,27-45H2,1-5H3/b11-9-,17-15-,26-21-/t46-/m1/s1	JYFWSVLYQSTYHE-NOAWTOFZSA-N
HMDB0008539	C50H96NO8P	PC(22:0/20:2(11Z,14Z))	InChI=1S/C50H96NO8P/c1-6-8-10-12-14-16-18-20-22-24-25-27-28-30-32-34-36-38-40-42-49(52)56-46-48(47-58-60(54,55)57-45-44-51(3,4)5)59-50(53)43-41-39-37-35-33-31-29-26-23-21-19-17-15-13-11-9-7-2/h15,17,21,23,48H,6-14,16,18-20,22,24-47H2,1-5H3/b17-15-,23-21-/t48-/m1/s1	LFYYYSNBZJRBSA-HHITYQTISA-N
HMDB0008542	C50H92NO8P	PC(22:0/20:4(5Z,8Z,11Z,14Z))	InChI=1S/C50H92NO8P/c1-6-8-10-12-14-16-18-20-22-24-25-27-28-30-32-34-36-38-40-42-49(52)56-46-48(47-58-60(54,55)57-45-44-51(3,4)5)59-50(53)43-41-39-37-35-33-31-29-26-23-21-19-17-15-13-11-9-7-2/h15,17,21,23,29,31,35,37,48H,6-14,16,18-20,22,24-28,30,32-34,36,38-47H2,1-5H3/b17-15-,23-21-,31-29-,37-35-/t48-/m1/s1	YMTVBHIALYUAKW-HTJMAYPASA-N
HMDB0008543	C50H92NO8P	PC(22:0/20:4(8Z,11Z,14Z,17Z))	InChI=1S/C50H92NO8P/c1-6-8-10-12-14-16-18-20-22-24-25-27-28-30-32-34-36-38-40-42-49(52)56-46-48(47-58-60(54,55)57-45-44-51(3,4)5)59-50(53)43-41-39-37-35-33-31-29-26-23-21-19-17-15-13-11-9-7-2/h9,11,15,17,21,23,29,31,48H,6-8,10,12-14,16,18-20,22,24-28,30,32-47H2,1-5H3/b11-9-,17-15-,23-21-,31-29-/t48-/m1/s1	BUDCKLMBPWXPIS-BVGFWLPASA-N
HMDB0008554	C46H92NO7P	PC(22:0/P-16:0)	InChI=1S/C46H92NO7P/c1-6-8-10-12-14-16-18-20-22-23-24-25-26-27-29-31-33-35-37-39-46(48)52-43-45(44-54-55(49,50)53-42-40-47(3,4)5)51-41-38-36-34-32-30-28-21-19-17-15-13-11-9-7-2/h38,41,45H,6-37,39-40,42-44H2,1-5H3/b41-38-	VYMPOARESDCNFV-GJARRJKISA-N
HMDB0008558	C44H86NO8P	PC(22:1(13Z)/14:0)	InChI=1S/C44H86NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-26-17-15-13-11-9-7-2/h19-20,42H,6-18,21-41H2,1-5H3/b20-19-/t42-/m1/s1	RSKUBXWDAIDNLE-HSEDGGQWSA-N
HMDB0008559	C44H84NO8P	PC(22:1(13Z)/14:1(9Z))	InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-26-17-15-13-11-9-7-2/h13,15,19-20,42H,6-12,14,16-18,21-41H2,1-5H3/b15-13-,20-19-/t42-/m1/s1	CYQUGAJGPGKDFF-MHJIJCEHSA-N
HMDB0008563	C48H94NO8P	PC(22:1(13Z)/18:0)	InChI=1S/C48H94NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-28-30-32-34-36-38-40-47(50)54-44-46(45-56-58(52,53)55-43-42-49(3,4)5)57-48(51)41-39-37-35-33-31-29-26-21-19-17-15-13-11-9-7-2/h20,22,46H,6-19,21,23-45H2,1-5H3/b22-20-/t46-/m1/s1	UGQKWIBZUBBBNO-USIWBXHFSA-N
HMDB0008564	C48H92NO8P	PC(22:1(13Z)/18:1(9Z))	InChI=1S/C48H92NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-28-30-32-34-36-38-40-47(50)54-44-46(45-56-58(52,53)55-43-42-49(3,4)5)57-48(51)41-39-37-35-33-31-29-26-21-19-17-15-13-11-9-7-2/h20-22,26,46H,6-19,23-25,27-45H2,1-5H3/b22-20-,26-21-/t46-/m1/s1	CZZWUVSNBSTVTM-ACZCORRTSA-N
HMDB0008565	C48H90NO8P	PC(22:1(13Z)/18:2(9Z,12Z))	InChI=1S/C48H90NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-28-30-32-34-36-38-40-47(50)54-44-46(45-56-58(52,53)55-43-42-49(3,4)5)57-48(51)41-39-37-35-33-31-29-26-21-19-17-15-13-11-9-7-2/h15,17,20-22,26,46H,6-14,16,18-19,23-25,27-45H2,1-5H3/b17-15-,22-20-,26-21-/t46-/m1/s1	QITWVLBMWWSFPO-PUXNAPJVSA-N
HMDB0008570	C50H96NO8P	PC(22:1(13Z)/20:1(11Z))	InChI=1S/C50H96NO8P/c1-6-8-10-12-14-16-18-20-22-24-25-27-28-30-32-34-36-38-40-42-49(52)56-46-48(47-58-60(54,55)57-45-44-51(3,4)5)59-50(53)43-41-39-37-35-33-31-29-26-23-21-19-17-15-13-11-9-7-2/h20-23,48H,6-19,24-47H2,1-5H3/b22-20-,23-21-/t48-/m1/s1	RDVFINNZTUFVCO-PIUCSNMVSA-N
HMDB0008572	C50H92NO8P	PC(22:1(13Z)/20:3(5Z,8Z,11Z))	InChI=1S/C50H92NO8P/c1-6-8-10-12-14-16-18-20-22-24-25-27-28-30-32-34-36-38-40-42-49(52)56-46-48(47-58-60(54,55)57-45-44-51(3,4)5)59-50(53)43-41-39-37-35-33-31-29-26-23-21-19-17-15-13-11-9-7-2/h20-23,29,31,35,37,48H,6-19,24-28,30,32-34,36,38-47H2,1-5H3/b22-20-,23-21-,31-29-,37-35-/t48-/m1/s1	UMAICRBPHIYESB-DNBQMDTNSA-N
HMDB0008573	C50H92NO8P	PC(22:1(13Z)/20:3(8Z,11Z,14Z))	InChI=1S/C50H92NO8P/c1-6-8-10-12-14-16-18-20-22-24-25-27-28-30-32-34-36-38-40-42-49(52)56-46-48(47-58-60(54,55)57-45-44-51(3,4)5)59-50(53)43-41-39-37-35-33-31-29-26-23-21-19-17-15-13-11-9-7-2/h15,17,20-23,29,31,48H,6-14,16,18-19,24-28,30,32-47H2,1-5H3/b17-15-,22-20-,23-21-,31-29-/t48-/m1/s1	JPJFWRWQZROHJW-RSPSYKHISA-N
HMDB0008590	C44H84NO8P	PC(22:2(13Z,16Z)/14:0)	InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-26-17-15-13-11-9-7-2/h14,16,19-20,42H,6-13,15,17-18,21-41H2,1-5H3/b16-14-,20-19-/t42-/m1/s1	POKOLAWNECNRHW-JHHJWKSXSA-N
HMDB0008591	C44H82NO8P	PC(22:2(13Z,16Z)/14:1(9Z))	InChI=1S/C44H82NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-26-17-15-13-11-9-7-2/h13-16,19-20,42H,6-12,17-18,21-41H2,1-5H3/b15-13-,16-14-,20-19-/t42-/m1/s1	AHJIOIOFNHUXKJ-GXAHKNHCSA-N
HMDB0008594	C46H86NO8P	PC(22:2(13Z,16Z)/16:1(9Z))	InChI=1S/C46H86NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-28-30-32-34-36-38-45(48)52-42-44(43-54-56(50,51)53-41-40-47(3,4)5)55-46(49)39-37-35-33-31-29-26-19-17-15-13-11-9-7-2/h14,16-17,19-21,44H,6-13,15,18,22-43H2,1-5H3/b16-14-,19-17-,21-20-/t44-/m1/s1	GEAKOUDHDIZJPQ-UTIGHQPQSA-N
HMDB0008595	C48H92NO8P	PC(22:2(13Z,16Z)/18:0)	InChI=1S/C48H92NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-28-30-32-34-36-38-40-47(50)54-44-46(45-56-58(52,53)55-43-42-49(3,4)5)57-48(51)41-39-37-35-33-31-29-26-21-19-17-15-13-11-9-7-2/h14,16,20,22,46H,6-13,15,17-19,21,23-45H2,1-5H3/b16-14-,22-20-/t46-/m1/s1	LAXKISCJOCARCS-SZAAGBBJSA-N
HMDB0008596	C48H90NO8P	PC(22:2(13Z,16Z)/18:1(11Z))	InChI=1S/C48H90NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-28-30-32-34-36-38-40-47(50)54-44-46(45-56-58(52,53)55-43-42-49(3,4)5)57-48(51)41-39-37-35-33-31-29-26-21-19-17-15-13-11-9-7-2/h14,16-17,19-20,22,46H,6-13,15,18,21,23-45H2,1-5H3/b16-14-,19-17-,22-20-/t46-/m1/s1	JEEDOLIAMMVOTO-IMLSBYECSA-N
HMDB0008597	C48H90NO8P	PC(22:2(13Z,16Z)/18:1(9Z))	InChI=1S/C48H90NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-28-30-32-34-36-38-40-47(50)54-44-46(45-56-58(52,53)55-43-42-49(3,4)5)57-48(51)41-39-37-35-33-31-29-26-21-19-17-15-13-11-9-7-2/h14,16,20-22,26,46H,6-13,15,17-19,23-25,27-45H2,1-5H3/b16-14-,22-20-,26-21-/t46-/m1/s1	GQOYHJFWEIXIGI-LJUWQHBFSA-N
HMDB0008601	C48H84NO8P	PC(22:2(13Z,16Z)/18:4(6Z,9Z,12Z,15Z))	InChI=1S/C48H84NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-28-30-32-34-36-38-40-47(50)54-44-46(45-56-58(52,53)55-43-42-49(3,4)5)57-48(51)41-39-37-35-33-31-29-26-21-19-17-15-13-11-9-7-2/h9,11,14-17,20-22,26,31,33,46H,6-8,10,12-13,18-19,23-25,27-30,32,34-45H2,1-5H3/b11-9-,16-14-,17-15-,22-20-,26-21-,33-31-/t46-/m1/s1	KZSXWBSDQDXESU-PPEVQBTRSA-N
HMDB0008602	C50H96NO8P	PC(22:2(13Z,16Z)/20:0)	InChI=1S/C50H96NO8P/c1-6-8-10-12-14-16-18-20-22-24-25-27-28-30-32-34-36-38-40-42-49(52)56-46-48(47-58-60(54,55)57-45-44-51(3,4)5)59-50(53)43-41-39-37-35-33-31-29-26-23-21-19-17-15-13-11-9-7-2/h14,16,20,22,48H,6-13,15,17-19,21,23-47H2,1-5H3/b16-14-,22-20-/t48-/m1/s1	UGLJQXWXHNGVFA-NWFGWYPUSA-N
HMDB0008604	C50H92NO8P	PC(22:2(13Z,16Z)/20:2(11Z,14Z))	InChI=1S/C50H92NO8P/c1-6-8-10-12-14-16-18-20-22-24-25-27-28-30-32-34-36-38-40-42-49(52)56-46-48(47-58-60(54,55)57-45-44-51(3,4)5)59-50(53)43-41-39-37-35-33-31-29-26-23-21-19-17-15-13-11-9-7-2/h14-17,20-23,48H,6-13,18-19,24-47H2,1-5H3/b16-14-,17-15-,22-20-,23-21-/t48-/m1/s1	AGTWPYRVVNKJKX-OARALLPOSA-N
HMDB0008621	C48H90NO7P	PC(22:2(13Z,16Z)/P-18:1(11Z))	InChI=1S/C48H90NO7P/c1-6-8-10-12-14-16-18-20-22-24-25-26-27-29-31-33-35-37-39-41-48(50)54-45-47(46-56-57(51,52)55-44-42-49(3,4)5)53-43-40-38-36-34-32-30-28-23-21-19-17-15-13-11-9-7-2/h14,16-17,19-20,22,40,43,47H,6-13,15,18,21,23-39,41-42,44-46H2,1-5H3/b16-14-,19-17-,22-20-,43-40-	MWEZXEFKBKZJCZ-ARPDTERPSA-N
HMDB0008622	C48H90NO7P	PC(22:2(13Z,16Z)/P-18:1(9Z))	InChI=1S/C48H90NO7P/c1-6-8-10-12-14-16-18-20-22-24-25-26-27-29-31-33-35-37-39-41-48(50)54-45-47(46-56-57(51,52)55-44-42-49(3,4)5)53-43-40-38-36-34-32-30-28-23-21-19-17-15-13-11-9-7-2/h14,16,20-23,40,43,47H,6-13,15,17-19,24-39,41-42,44-46H2,1-5H3/b16-14-,22-20-,23-21-,43-40-	ZDVKWGVDIXWINA-CLDXNVIQSA-N
HMDB0008623	C44H80NO8P	PC(22:4(7Z,10Z,13Z,16Z)/14:0)	InChI=1S/C44H80NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-26-17-15-13-11-9-7-2/h14,16,19-20,22-23,25,27,42H,6-13,15,17-18,21,24,26,28-41H2,1-5H3/b16-14-,20-19-,23-22-,27-25-/t42-/m1/s1	FHBLNLYBVANDFG-CCHOKCMJSA-N
HMDB0008626	C46H84NO8P	PC(22:4(7Z,10Z,13Z,16Z)/16:0)	InChI=1S/C46H84NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-28-30-32-34-36-38-45(48)52-42-44(43-54-56(50,51)53-41-40-47(3,4)5)55-46(49)39-37-35-33-31-29-26-19-17-15-13-11-9-7-2/h14,16,20-21,23-24,27-28,44H,6-13,15,17-19,22,25-26,29-43H2,1-5H3/b16-14-,21-20-,24-23-,28-27-/t44-/m1/s1	LKZIWAABXRQNGG-JAYRDFRFSA-N
HMDB0008627	C46H82NO8P	PC(22:4(7Z,10Z,13Z,16Z)/16:1(9Z))	InChI=1S/C46H82NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-28-30-32-34-36-38-45(48)52-42-44(43-54-56(50,51)53-41-40-47(3,4)5)55-46(49)39-37-35-33-31-29-26-19-17-15-13-11-9-7-2/h14,16-17,19-21,23-24,27-28,44H,6-13,15,18,22,25-26,29-43H2,1-5H3/b16-14-,19-17-,21-20-,24-23-,28-27-/t44-/m1/s1	STHWQCYHQJBDDB-SYONOARRSA-N
HMDB0008631	C48H84NO8P	PC(22:4(7Z,10Z,13Z,16Z)/18:2(9Z,12Z))	InChI=1S/C48H84NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-28-30-32-34-36-38-40-47(50)54-44-46(45-56-58(52,53)55-43-42-49(3,4)5)57-48(51)41-39-37-35-33-31-29-26-21-19-17-15-13-11-9-7-2/h14-17,20-22,24-26,28,30,46H,6-13,18-19,23,27,29,31-45H2,1-5H3/b16-14-,17-15-,22-20-,25-24-,26-21-,30-28-/t46-/m1/s1	MRTXALWCLLOFNU-RFGGSDOISA-N
HMDB0008635	C50H92NO8P	PC(22:4(7Z,10Z,13Z,16Z)/20:0)	InChI=1S/C50H92NO8P/c1-6-8-10-12-14-16-18-20-22-24-25-27-28-30-32-34-36-38-40-42-49(52)56-46-48(47-58-60(54,55)57-45-44-51(3,4)5)59-50(53)43-41-39-37-35-33-31-29-26-23-21-19-17-15-13-11-9-7-2/h14,16,20,22,25,27,30,32,48H,6-13,15,17-19,21,23-24,26,28-29,31,33-47H2,1-5H3/b16-14-,22-20-,27-25-,32-30-/t48-/m1/s1	MFAKYYBEUHGJJL-LFRGNPRBSA-N
HMDB0008652	C46H84NO7P	PC(22:4(7Z,10Z,13Z,16Z)/P-16:0)	InChI=1S/C46H84NO7P/c1-6-8-10-12-14-16-18-20-22-23-24-25-26-27-29-31-33-35-37-39-46(48)52-43-45(44-54-55(49,50)53-42-40-47(3,4)5)51-41-38-36-34-32-30-28-21-19-17-15-13-11-9-7-2/h14,16,20,22,24-25,27,29,38,41,45H,6-13,15,17-19,21,23,26,28,30-37,39-40,42-44H2,1-5H3/b16-14-,22-20-,25-24-,29-27-,41-38-	QSCPZZNEQRYGTB-PZVMGWTJSA-N
HMDB0008657	C44H76NO8P	PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z))	InChI=1S/C44H76NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-26-17-15-13-11-9-7-2/h13-16,19-20,22-23,25,27,30,32,42H,6-12,17-18,21,24,26,28-29,31,33-41H2,1-5H3/b15-13-,16-14-,20-19-,23-22-,27-25-,32-30-/t42-/m1/s1	XGLZBINKZRQAPD-OTMYLMJASA-N
HMDB0008659	C46H82NO8P	PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:0)	InChI=1S/C46H82NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-28-30-32-34-36-38-45(48)52-42-44(43-54-56(50,51)53-41-40-47(3,4)5)55-46(49)39-37-35-33-31-29-26-19-17-15-13-11-9-7-2/h14,16,20-21,23-24,27-28,32,34,44H,6-13,15,17-19,22,25-26,29-31,33,35-43H2,1-5H3/b16-14-,21-20-,24-23-,28-27-,34-32-/t44-/m1/s1	BKMZEBCQEFQERC-RWWOECIPSA-N
HMDB0008660	C46H80NO8P	PC(22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z))	InChI=1S/C46H80NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-28-30-32-34-36-38-45(48)52-42-44(43-54-56(50,51)53-41-40-47(3,4)5)55-46(49)39-37-35-33-31-29-26-19-17-15-13-11-9-7-2/h14,16-17,19-21,23-24,27-28,32,34,44H,6-13,15,18,22,25-26,29-31,33,35-43H2,1-5H3/b16-14-,19-17-,21-20-,24-23-,28-27-,34-32-/t44-/m1/s1	ZQVQZWAPLCJLRX-SCEKUSSYSA-N
HMDB0008662	C48H84NO8P	PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))	InChI=1S/C48H84NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-28-30-32-34-36-38-40-47(50)54-44-46(45-56-58(52,53)55-43-42-49(3,4)5)57-48(51)41-39-37-35-33-31-29-26-21-19-17-15-13-11-9-7-2/h14,16-17,19-20,22,24-25,28,30,34,36,46H,6-13,15,18,21,23,26-27,29,31-33,35,37-45H2,1-5H3/b16-14-,19-17-,22-20-,25-24-,30-28-,36-34-/t46-/m1/s1	IDZSNKUFNURDOS-MUNZJYBDSA-N
HMDB0008663	C48H84NO8P	PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z))	InChI=1S/C48H84NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-28-30-32-34-36-38-40-47(50)54-44-46(45-56-58(52,53)55-43-42-49(3,4)5)57-48(51)41-39-37-35-33-31-29-26-21-19-17-15-13-11-9-7-2/h14,16,20-22,24-26,28,30,34,36,46H,6-13,15,17-19,23,27,29,31-33,35,37-45H2,1-5H3/b16-14-,22-20-,25-24-,26-21-,30-28-,36-34-/t46-/m1/s1	BMDGYQSEWGPUNB-ZOAQPGSISA-N
